coach_type,phase,section,task
Kitchen,Completion,Coach Build,Heating & Ventilation - Renew Extractor Canopy in Kitchen
Kitchen,Completion,Coach Build,Heating & Ventilation - Renew Ventilator Grill Sleeve
Kitchen,Completion,Coach Build,Interior Trim/Fittings- Body side & Ceiling Insulation
Kitchen,Completion,BUP,Interior Trim/Fittings- Bogie Pin Cover Plate
Kitchen,Completion,Structural,Interior Trim/Fittings- Convert Gas Comp. & Walk in Fridge to Freezer Compartment
Kitchen,Completion,Structural,Interior Trim/Fittings- Convert Kitchen Car Coupe to Scullery
Kitchen,Completion,Structural,Interior Trim/Fittings- Convert Kitchen Car Toilet Shower to Store Room
Kitchen,Completion,Structural,Interior Trim/Fittings- Convert Kitchen Compartment to Store Room
Kitchen,Completion,Coach Build,Interior Trim/Fittings- Corridor Equipment
Kitchen,Completion,Coach Build,Interior Trim/Fittings- Cupboard Broom Equipment
Kitchen,Completion,Coach Build,Interior Trim/Fittings- Cupboard Electrical Equipment
Kitchen,Completion,Coach Build,Interior Trim/Fittings- Cupboard Fire Extinguisher Equipment
Kitchen,Completion,Paint Works,Interior Trim/Fittings- Decal Renew (All Interior)
Kitchen,Completion,Coach Build,Interior Trim/Fittings- Drain Casting
Kitchen,Completion,Coach Build,Interior Trim/Fittings- Fire Extinguisher station (Strap & Partition)
Kitchen,Completion,Coach Build,Interior Trim/Fittings- Fit interlock Duck board grating
Kitchen,Completion,Coach Build,"Interior Trim/Fittings- Fit kitchen catering equipment (3 x Fridges, 3 x Freezer, 1 x Oven, 1 x Hydro boil, 1 x Griller)"
Kitchen,Completion,Coach Build,Interior Trim/Fittings- Fit SST Floor in Kitchen / Scullery areas
Kitchen,Completion,Coach Build,Interior Trim/Fittings- Floor Repairs (Marley & Flashing only)
Kitchen,Completion,Coach Build,Interior Trim/Fittings- Floor Repairs (Wood)
Kitchen,Completion,Coach Build,Interior Trim/Fittings- Formica Ceilings & Coves Complete - Renew
Kitchen,Completion,Coach Build,Interior Trim/Fittings- Formica Side & End Panels Complete - Renew
Kitchen,Completion,Coach Build,Interior Trim/Fittings- Reclad kitchen ceilings and sides with SST
Kitchen,Completion,Coach Build,"Interior Trim/Fittings- Renew Aluminium Mouldings (Sides, Ends) & (Compartments, corridors)"
Kitchen,Completion,Coach Build,Interior Trim/Fittings- Renew Aluminium Mouldings roof (All Types)
Kitchen,Completion,Coach Build,Interior Trim/Fittings- Renew cabin hook and eye
Kitchen,Completion,Coach Build,Interior Trim/Fittings- Renew coat hooks
Kitchen,Completion,Coach Build,Interior Trim/Fittings- Renew Floors Complete (Including Marley & Flashing)
Kitchen,Completion,Coach Build,Interior Trim/Fittings- Renew hasp and staple
Kitchen,Completion,Coach Build,"Interior Trim/Fittings- Renew SST work top and basin,drawers,racks,covers and bacsplashes in kitchen"
Kitchen,Completion,Coach Build,Interior Trim/Fittings- Tread Plates
Kitchen,Completion,Paint Works,Interior Trim/Fittings- Warning Notices (All Interior)
Kitchen,Completion,Coach Build,Interior Trim/Fittings- Window Shroud & Louvre - Renew
Kitchen,Completion,BUP & Structural,Plumbing (Water & Toilets) - 3-way Cock
Kitchen,Completion,BUP & Structural,Plumbing (Water & Toilets) - Ball Valve 15mm S/S
Kitchen,Completion,BUP & Structural,Plumbing (Water & Toilets) - Ball Valve 25mm S/S
Kitchen,Completion,BUP & Structural,Plumbing (Water & Toilets) - Filler Cap
Kitchen,Completion,BUP & Structural,Plumbing (Water & Toilets) - Final Inspection & Test Water System
Kitchen,Completion,BUP & Structural,Plumbing (Water & Toilets) - Gate Valve
Kitchen,Completion,BUP & Structural,Plumbing (Water & Toilets) - Geyser - Renew (kwikot 150lt)
Kitchen,Completion,BUP & Structural,Plumbing (Water & Toilets) - Hanger Brackets and Stays for Tanks - Renew
Kitchen,Completion,BUP & Structural,Plumbing (Water & Toilets) - In Line Strainer Sediment 25mm Brass
Kitchen,Completion,BUP & Structural,Plumbing (Water & Toilets) - Mixer
Kitchen,Completion,BUP & Structural,Plumbing (Water & Toilets) - Non-Return Valve 20mm Brass
Kitchen,Completion,BUP & Structural,Plumbing (Water & Toilets) - Non-Return Valve 25mm Brass
Kitchen,Completion,BUP & Structural,Plumbing (Water & Toilets) - Pressurised Tank 210L - New
Kitchen,Completion,BUP & Structural,Plumbing (Water & Toilets) - Renew low level limit switch
Kitchen,Completion,BUP & Structural,Plumbing (Water & Toilets) - Safety Valve
Kitchen,Completion,BUP & Structural,Plumbing (Water & Toilets) - Stop Cocks
Kitchen,Completion,BUP & Structural,Plumbing (Water & Toilets) - Taps turn - Renew
Kitchen,Completion,BUP & Structural,Plumbing (Water & Toilets) - Vacuum Valve
Kitchen,Completion,BUP & Structural,"Plumbing (Water & Toilets) - Valve 3 Way Port 1"" S/S"
Kitchen,Completion,BUP & Structural,Plumbing (Water & Toilets) - Valve Pressure Release 15mm Brass
Kitchen,Completion,BUP & Structural,Plumbing (Water & Toilets) - Water & Waste Tanks - Overhaul
Kitchen,Completion,BUP & Structural,Plumbing (Water & Toilets) - Water Pipe Lagging (Only on Copper Pipes)
Kitchen,Completion,BUP & Structural,"Plumbing (Water & Toilets) - Water piping (To all tanks, Filtration System, Wash basin, Toilets, Drinking Stations est..)"
Kitchen,Completion,BUP & Structural,Plumbing (Water & Toilets) - Water Pressurised Tank - Overhaul
Kitchen,Completion,BUP & Structural,Plumbing (Water & Toilets) - Water Purification System - New
Kitchen,Completion,BUP & Structural,Plumbing (Water & Toilets) - Water Tank 700L - Renew
Kitchen,Completion,BUP & Structural,Plumbing (Water & Toilets) - Water Tank 940L - Renew
Kitchen,Completion,BUP,Underframe Equipment- Back Stop - Renew
Kitchen,Completion,BUP,Underframe Equipment- Coupler Release Wire
Kitchen,Completion,BUP,Underframe Equipment- Coupler Renew Complete
Kitchen,Completion,BUP,Underframe Equipment- Draw Gear System Overhaul complete
Kitchen,Completion,BUP,Underframe Equipment- Emergency Coupling Bracket examine
Kitchen,Completion,BUP,Underframe Equipment- Guide Coupler Renew
Kitchen,Completion,BUP,Underframe Equipment- Guide Vestibule Buffer Rod Inner & Outer Renew
Kitchen,Completion,BUP,Underframe Equipment- Pull rod wheel
Kitchen,Completion,BUP,Underframe Equipment- Renew 2 x Coupler shank bush
Kitchen,Completion,BUP,Underframe Equipment- Renew Carrier Plate
Kitchen,Completion,BUP,Underframe Equipment- Renew Coupler Knuckle
Kitchen,Completion,BUP,Underframe Equipment- Renew Coupler Knuckle Pin
Kitchen,Completion,BUP,Underframe Equipment- Renew Coupler Lock
Kitchen,Completion,BUP,Underframe Equipment- Renew Coupler Lock Lifter
Kitchen,Completion,BUP,Underframe Equipment- Renew Coupler Lock Lifter lever
Kitchen,Completion,BUP,Underframe Equipment- Renew Coupler Lock Lifter Pin
Kitchen,Completion,BUP,Underframe Equipment- Renew Coupler Wearing Plate
Kitchen,Completion,BUP,Underframe Equipment- Renew Rear Yoke
Kitchen,Completion,BUP,Underframe Equipment- Renew Side Lever Pin
Kitchen,Completion,BUP,Underframe Equipment- Renew Side Plungers
Kitchen,Completion,BUP,Underframe Equipment- Repair drawbar
Kitchen,Completion,BUP,Underframe Equipment- Repair UnderFrame (to quote for add work)
Kitchen,Completion,BUP,"Underframe Equipment- Repair underFrame cradles, cabinets & covers"
Kitchen,Completion,BUP,Underframe Equipment- Side Plunger Guide Bracket and Spring
Kitchen,Completion,BUP,Underframe Equipment- Stops Front & Loose Renew
Kitchen,Completion,BUP,Underframe Equipment- Support Brackets & Safety' loops overhaul
Kitchen,Completion,BUP,Underframe Equipment- UnderFrame Examine
Kitchen,Completion,BUP,Underframe Equipment- Vestibule Buffer Refurbish
Kitchen,Completion,BUP,Underframe Equipment- Vestibule Buffer Renew
Kitchen,Completion,BUP,Underframe Equipment- Vestibule Buffer Rod Refurbs.
Kitchen,Completion,BUP,Underframe Equipment- Vestibule Buffer Rod Renew
Kitchen,Completion,BUP,Underframe Equipment- Yoke & Coupler Pin Renew
Kitchen,Completion,BUP,Underframe Equipment- Yoke Front Renew
Kitchen,Completion,BUP,Underframe Equipment- Yoke Rubber (Springs) Renew
Kitchen,Completion,BUP,Underframe Equipment- Yoke Rubber Follower Block Renew
Kitchen,Completion,BUP,Vacuum - Brake Blocks Renew
Kitchen,Completion,BUP,Vacuum - Brake Rigging Bogie overhaul
Kitchen,Completion,BUP,Vacuum - Handbrake Overhaul
Kitchen,Completion,BUP,Vacuum - Renew Stand Pipes (Gooseneck)
Kitchen,Completion,BUP,Vacuum - Renew Vacuum Brake Release wire Arrange.
Kitchen,Completion,BUP,Vacuum - Slack Adjusters 19DJ Overhaul
Kitchen,Completion,BUP,Vacuum - Slack Adjusters DRV10 450DJ Overhaul
Kitchen,Completion,BUP,Vacuum - Slack Adjusters Fit New DRV10 450DJ
Kitchen,Completion,BUP,Vacuum - Slack Adjusters Fit New Knorr Bremse KRD2A-500AR
Kitchen,Completion,BUP,Vacuum - Slack Adjusters KRD2A-500 Overhaul
Kitchen,Completion,BUP,Vacuum - Trunion & Brackets
Kitchen,Completion,BUP,Vacuum - UnderFrame Brake Rigging overhaul
Kitchen,Completion,BUP,"Vacuum - Upgrade Vacuum Cylinder (Oversize) Cl.3,5&7"
Kitchen,Completion,BUP,Vacuum - Vacuum Chamber B17 Overhaul
Kitchen,Completion,BUP,Vacuum - Vacuum Chamber B17 Renew
Kitchen,Completion,BUP,Vacuum - Vacuum Cylinder Overhaul
Kitchen,Completion,BUP,Vacuum - Vacuum Cylinder Piston Rod renew
Kitchen,Completion,BUP,Vacuum - Vacuum Cylinder Renew
Kitchen,Completion,BUP,Vacuum - Vacuum Hoses Renew
Kitchen,Completion,BUP,Vacuum - Vacuum Piping - Patches
Kitchen,Completion,BUP,Vacuum - Vacuum Piping - Repair Replace Ends
Kitchen,Completion,BUP,Vacuum - Vacuum Piping Renew
Kitchen,Completion,BUP,Vacuum - Vacuum Test and Brake adjustment
Kitchen,Stripping,BUP,Bogie
Kitchen,Stripping,BUP,Bogie Frame
Kitchen,Stripping,BUP,Coach Sole bar
Kitchen,Stripping,BUP,Loose Components
Kitchen,Stripping,BUP,UnderFrame
Kitchen,Stripping,Coach Build,Exterior
Kitchen,Stripping,Coach Build,Interior
Kitchen,Stripping,Coach Build,Roof
Kitchen,Stripping,Electrical,Components
Kitchen,Stripping,Electrical,Wiring
Kitchen,Stripping,QC,Documentation
KP-1 to Car Carrier,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - 95 Square Cabling for Mainline
KP-1 to Car Carrier,Completion,BUP,Bodywork & Attachments (Excl. Interior Trim) - Block bumper Rubber block
KP-1 to Car Carrier,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Body Framework repairs
KP-1 to Car Carrier,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Commode Handles Overhaul
KP-1 to Car Carrier,Completion,QC,Bodywork & Attachments (Excl. Interior Trim) - Complete Coach Strip
KP-1 to Car Carrier,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Convert KP-1 Van to Car Carrier (Body steel work)
KP-1 to Car Carrier,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Electrical Conduits - Renew
KP-1 to Car Carrier,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Exterior Steps Inspect and overhaul
KP-1 to Car Carrier,Completion,Paint Works,Bodywork & Attachments (Excl. Interior Trim) - External Signs and Decals
KP-1 to Car Carrier,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Fit New floor plates at end
KP-1 to Car Carrier,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Fit New Pillars (500mm) L/H or R/H
KP-1 to Car Carrier,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Fit New Pillars Full size
KP-1 to Car Carrier,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Fit New Side Steps - Entrance
KP-1 to Car Carrier,Completion,Paint Works,Bodywork & Attachments (Excl. Interior Trim) - Grit Blast Body Shell and u/f equipment
KP-1 to Car Carrier,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Inter Coach Connectors (Recepticals)
KP-1 to Car Carrier,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Interior Lighting new (Kit)
KP-1 to Car Carrier,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Jumper Cables Complete New
KP-1 to Car Carrier,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Lamp side renew with L.E.D. Type
KP-1 to Car Carrier,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - LT Rewiring
KP-1 to Car Carrier,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Main Buss Junction & Receptical Boxes - Fit New
KP-1 to Car Carrier,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Main DB Complete
KP-1 to Car Carrier,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Maxi Repairs
KP-1 to Car Carrier,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Midi Repairs (Refer CR 001)
KP-1 to Car Carrier,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Mini Repairs (Refer CR 001)
KP-1 to Car Carrier,Completion,Paint Works,Bodywork & Attachments (Excl. Interior Trim) - Paint Coach and auto coat complete
KP-1 to Car Carrier,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Plate Patch Sole bar (6mm x 135mm x 600mm)
KP-1 to Car Carrier,Completion,Paint Works,Bodywork & Attachments (Excl. Interior Trim) - Plate Stencil (2.5mm x 125mm x 800mm)
KP-1 to Car Carrier,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Railings Tracks
KP-1 to Car Carrier,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Remove Asbetos (Interior and Exterior) If Applicable
KP-1 to Car Carrier,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Renew Card Clip big
KP-1 to Car Carrier,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Renew Card Clip small
KP-1 to Car Carrier,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Renew Commode Handles
KP-1 to Car Carrier,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Renew Commode Handles (Ends)
KP-1 to Car Carrier,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Renew Corrugated Metal Floor
KP-1 to Car Carrier,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair Commode Handles (Ends)
KP-1 to Car Carrier,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Roof Modification for Lights and Air-conditioning
KP-1 to Car Carrier,Completion,BUP,Bodywork & Attachments (Excl. Interior Trim) - Rubber Stop Bumper
KP-1 to Car Carrier,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Rust Repair Gutters
KP-1 to Car Carrier,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Rust Repairs Body (Side and ends)
KP-1 to Car Carrier,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Rust Repairs Roof
KP-1 to Car Carrier,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Solar Panel Kit
KP-1 to Car Carrier,Completion,Paint Works,Bodywork & Attachments (Excl. Interior Trim) - Stencilling
KP-1 to Car Carrier,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Tail Light & Wing Light (LED Type)
KP-1 to Car Carrier,Completion,Testing & Commissioning,Bodywork & Attachments (Excl. Interior Trim) - Vehicle Compliance (To Pass Structure Gauge)
KP-1 to Car Carrier,Completion,QC,Bodywork & Attachments (Excl. Interior Trim) - Water Test Coaches Exterior
KP-1 to Car Carrier,Completion,BUP,Bogies - Axle Boxes (Adaptor) Examine/Repair
KP-1 to Car Carrier,Completion,BUP,Bogies - Axle Boxes Renew
KP-1 to Car Carrier,Completion,BUP,Bogies - Bogie Central Bearing Assembly examine
KP-1 to Car Carrier,Completion,BUP,Bogies - Bogie Overhaul
KP-1 to Car Carrier,Completion,BUP,Bogies - Bolster Central Flat and Vertical sleeve Liners Renew
KP-1 to Car Carrier,Completion,BUP,Bogies - Double Webb Spring Cub - Renew
KP-1 to Car Carrier,Completion,BUP,Bogies - Earth Straps
KP-1 to Car Carrier,Completion,BUP,Bogies - Fit New Anchor bolts
KP-1 to Car Carrier,Completion,BUP,Bogies - Fit New Swing hanger
KP-1 to Car Carrier,Completion,BUP,Bogies - Pedestal Liners - Renew
KP-1 to Car Carrier,Completion,BUP,Bogies - Safety Loops
KP-1 to Car Carrier,Completion,BUP,Bogies - Side Friction
KP-1 to Car Carrier,Completion,BUP,Bogies - Snubbers Houdaille - Refurbish
KP-1 to Car Carrier,Completion,BUP,Bogies - Snubbers Houdaille - Renew
KP-1 to Car Carrier,Completion,BUP,"Bogies - Springs Class 6'9"" Bogies Bolster New"
KP-1 to Car Carrier,Completion,BUP,"Bogies - Springs Class 6'9"" Bogies Equalising Beam New"
KP-1 to Car Carrier,Completion,BUP,Bogies - Springs Class 7' Bogies Bolster New
KP-1 to Car Carrier,Completion,BUP,Bogies - Springs Class 7' Bogies Equalising Beam New
KP-1 to Car Carrier,Completion,BUP,Bogies - Springs Test & Refurbish
KP-1 to Car Carrier,Completion,Coach Build,Doors - Fit New Weather Strip
KP-1 to Car Carrier,Completion,Coach Build,Doors - Fit Reclaimed Doors (Baggage Van)
KP-1 to Car Carrier,Completion,Coach Build,Doors - Renew Barrel Bolts
KP-1 to Car Carrier,Completion,Coach Build,Doors - Repair Hinge Swing Loading Doors
KP-1 to Car Carrier,Completion,Coach Build,Doors - Roll up Door
KP-1 to Car Carrier,Completion,Coach Build,Doors - Sliding Door (KP-1 and K-54) New
KP-1 to Car Carrier,Completion,Coach Build,Doors - Sliding Door (KP-1 and K-54) Refurbish
KP-1 to Car Carrier,Completion,Testing & Commissioning,General - Assemble Coach Complete & Stationary Functional test
KP-1 to Car Carrier,Completion,Testing & Commissioning,General - Test Coach Under Working Conditions & Road Certificate
KP-1 to Car Carrier,Completion,Testing & Commissioning,General - Weighing of coach
KP-1 to Car Carrier,Completion,Coach Build,Interior Trim/Fittings- Body side & Ceiling Insulation
KP-1 to Car Carrier,Completion,BUP,Interior Trim/Fittings- Bogie Pin Cover Plate
KP-1 to Car Carrier,Completion,Coach Build,Interior Trim/Fittings- Carpeting complete - Renew
KP-1 to Car Carrier,Completion,Structural,Interior Trim/Fittings- Convert KP-1 Van to Car Carrier
KP-1 to Car Carrier,Completion,Coach Build,Interior Trim/Fittings- Curtains Complete with rails
KP-1 to Car Carrier,Completion,Paint Works,Interior Trim/Fittings- Decal Renew (All Interior)
KP-1 to Car Carrier,Completion,Coach Build,Interior Trim/Fittings- Fire Extinguisher station (Strap & Partition)
KP-1 to Car Carrier,Completion,Paint Works,Interior Trim/Fittings- Paint Interior Complete
KP-1 to Car Carrier,Completion,Coach Build,"Interior Trim/Fittings- Renew Aluminium Mouldings (Sides, Ends) & (Compartments, corridors)"
KP-1 to Car Carrier,Completion,Coach Build,Interior Trim/Fittings- Renew Aluminium Mouldings roof (All Types)
KP-1 to Car Carrier,Completion,Coach Build,Interior Trim/Fittings- Renew Chocks
KP-1 to Car Carrier,Completion,Paint Works,Interior Trim/Fittings- Warning Notices (All Interior)
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Back Stop - Renew
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Coupler Release Wire
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Coupler Renew Complete
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Draw Gear System Overhaul complete
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Emergency Coupling Bracket examine
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Guide Coupler Renew
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Guide Vestibule Buffer Rod Inner & Outer Renew
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Key stone Hydraulic Cushioning unit (KP-1 Type)
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Pull rod wheel
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Renew 2 x Coupler shank bush
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Renew Carrier Plate
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Renew Coupler Knuckle
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Renew Coupler Knuckle Pin
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Renew Coupler Lock
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Renew Coupler Lock Lifter
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Renew Coupler Lock Lifter lever
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Renew Coupler Lock Lifter Pin
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Renew Coupler Wearing Plate
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Renew Rear Yoke
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Renew Side Lever Pin
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Renew Side Plungers
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Repair UnderFrame (to quote for add work)
KP-1 to Car Carrier,Completion,BUP,"Underframe Equipment- Repair underFrame cradles, cabinets & covers"
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Side Plunger Guide Bracket and Spring
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Stops Front & Loose Renew
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Support Brackets & Safety' loops overhaul
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- UnderFrame Examine
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Vestibule Buffer Refurbish
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Vestibule Buffer Renew
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Vestibule Buffer Rod Refurbs.
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Vestibule Buffer Rod Renew
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Yoke & Coupler Pin Renew
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Yoke Front Renew
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Yoke Rubber (Springs) Renew
KP-1 to Car Carrier,Completion,BUP,Underframe Equipment- Yoke Rubber Follower Block Renew
KP-1 to Car Carrier,Completion,BUP,Vacuum - Brake Blocks Renew
KP-1 to Car Carrier,Completion,BUP,Vacuum - Brake Rigging Bogie overhaul
KP-1 to Car Carrier,Completion,BUP,Vacuum - Handbrake Overhaul
KP-1 to Car Carrier,Completion,BUP,Vacuum - Renew Stand Pipes (Gooseneck)
KP-1 to Car Carrier,Completion,BUP,Vacuum - Renew Vacuum Brake Release wire Arrange.
KP-1 to Car Carrier,Completion,BUP,Vacuum - Renew Vacuum gauge. Van
KP-1 to Car Carrier,Completion,BUP,Vacuum - Repair Vacuum gauge. Van
KP-1 to Car Carrier,Completion,BUP,Vacuum - Slack Adjusters 19DJ Overhaul
KP-1 to Car Carrier,Completion,BUP,Vacuum - Slack Adjusters DRV10 450DJ Overhaul
KP-1 to Car Carrier,Completion,BUP,Vacuum - Slack Adjusters Fit New DRV10 450DJ
KP-1 to Car Carrier,Completion,BUP,Vacuum - Slack Adjusters Fit New Knorr Bremse KRD2A-500AR
KP-1 to Car Carrier,Completion,BUP,Vacuum - Slack Adjusters KRD2A-500 Overhaul
KP-1 to Car Carrier,Completion,BUP,Vacuum - Trunion & Brackets
KP-1 to Car Carrier,Completion,BUP,Vacuum - UnderFrame Brake Rigging overhaul
KP-1 to Car Carrier,Completion,BUP,"Vacuum - Upgrade Vacuum Cylinder (Oversize) Cl.3,5&7"
KP-1 to Car Carrier,Completion,BUP,Vacuum - Vacuum Chamber B17 Overhaul
KP-1 to Car Carrier,Completion,BUP,Vacuum - Vacuum Chamber B17 Renew
KP-1 to Car Carrier,Completion,BUP,Vacuum - Vacuum Cylinder Overhaul
KP-1 to Car Carrier,Completion,BUP,Vacuum - Vacuum Cylinder Piston Rod renew
KP-1 to Car Carrier,Completion,BUP,Vacuum - Vacuum Cylinder Renew
KP-1 to Car Carrier,Completion,BUP,Vacuum - Vacuum Hoses Renew
KP-1 to Car Carrier,Completion,BUP,Vacuum - Vacuum Piping - Patches
KP-1 to Car Carrier,Completion,BUP,Vacuum - Vacuum Piping - Repair Replace Ends
KP-1 to Car Carrier,Completion,BUP,Vacuum - Vacuum Piping Renew
KP-1 to Car Carrier,Completion,BUP,Vacuum - Vacuum Test and Brake adjustment
KP-1 to Car Carrier,Stripping,BUP,Coach Sole bar
KP-1 to Car Carrier,Stripping,BUP,Loose Components
KP-1 to Car Carrier,Stripping,BUP,UnderFrame
KP-1 to Car Carrier,Stripping,Coach Build,Exterior
KP-1 to Car Carrier,Stripping,Coach Build,Interior
KP-1 to Car Carrier,Stripping,Coach Build,Roof
KP-1 to Car Carrier,Stripping,Electrical,Components
KP-1 to Car Carrier,Stripping,Electrical,Wiring
KP-1 to Car Carrier,Stripping,QC,Documentation
Motor,Stripping,BUP,Bogie
Motor,Stripping,BUP,Bogie Frame
Motor,Stripping,BUP,Coach Sole bar
Motor,Stripping,BUP,Loose Components
Motor,Stripping,BUP,UnderFrame
Motor,Stripping,Coach Build,Exterior
Motor,Stripping,Coach Build,Interior
Motor,Stripping,Coach Build,Roof
Motor,Stripping,Electrical,Components
Motor,Stripping,Electrical,Wiring
Motor,Stripping,QC,Documentation
Motor,Completion,BUP,Air - Compressed Air Systems
Motor,Completion,BUP,Air - Intercooler Pipe Renew
Motor,Completion,BUP,Air - Intercooler Pipe Repair
Motor,Completion,BUP,Air - Fit Auxiliary Compressor & Piping
Motor,Completion,BUP,Air - Compressor: Rotary Screw Type
Motor,Completion,BUP,Air - Fit new Rotary Screw Compressor c/w AC Motor Drive and Invertor
Motor,Completion,BUP,Air - Air Filter A15 Fit New
Motor,Completion,BUP,Air - Air Filter A15 Overhaul
Motor,Completion,BUP,Air - Air Filter A12 Fit New
Motor,Completion,BUP,Air - Air Filter A12 Overhaul
Motor,Completion,BUP,Air - Air Suction Strainer A2: Type HIS - Overhaul
Motor,Completion,BUP,Air - Drivers Air Pressure Gauge A21 - Overhaul
Motor,Completion,BUP,Air - Drivers Air Pressure Gauge 0-1000 kpa renew
Motor,Completion,BUP,Air - Hooter overhaul and fit dual Foot Pedal/valve
Motor,Completion,BUP,Air - Foot valve renew (Festo type)
Motor,Completion,BUP,Air - Automatic drain valve A8 renew Spirax/Sarco
Motor,Completion,BUP,Air - Automatic Drain Valve A8: Overhaul Spirax/Sarco
Motor,Completion,BUP,Air - Motor Coaches: Air Supply Pipes and Hoses - Renew
Motor,Completion,BUP,Air - Motor Coaches: Air Supply Pipes and Hoses - Repair
Motor,Completion,BUP,Air - Compressed Air Hose Coupling Type M A24 Overhaul
Motor,Completion,BUP,Air - Compressed Air Hose Coupling Type MA24 Renew - equalising
Motor,Completion,BUP,Air - High Temperature Pressure Hose A4 - Renew
Motor,Completion,BUP,Air - Motor Coach; Air Reservoirs - Overhaul
Motor,Completion,BUP,Air - Cocks Isolating - Overhaul
Motor,Completion,BUP,Air - Cocks Isolating - Renew
Motor,Completion,BUP,Air - Cocks Isolating - Renew
Motor,Completion,BUP,"Air - Isolating cocks renew 1/2"""
Motor,Completion,BUP,"Air - Isolating cocks renew 3/4"" Knorr Bremse"
Motor,Completion,BUP,"Air - Isolating cocks renew 3/4"" Alternative."
Motor,Completion,BUP,Air - Door Pressure Reducing Valve A18 - New
Motor,Completion,BUP,Air - Safety Valve Overhaul
Motor,Completion,BUP,Air - Safety Valve renew
