coach_type,phase,section,task
Sitter,Completion,BUP & Structural,Plumbing (Water & Toilets) - Stop Cocks
Sitter,Completion,BUP & Structural,Plumbing (Water & Toilets) - Tap Metal Basin Pillar 15mm S/S
Sitter,Completion,BUP & Structural,Plumbing (Water & Toilets) - Taps Push Button- Renew
Sitter,Completion,BUP & Structural,Plumbing (Water & Toilets) - Taps turn - Renew
Sitter,Completion,BUP & Structural,Plumbing (Water & Toilets) - Vacuum Toilet Systems (Complete) - New (Evac)
Sitter,Completion,BUP & Structural,Plumbing (Water & Toilets) - Vacuum Toilet Systems (Complete) - New (Glova)
Sitter,Completion,BUP & Structural,Plumbing (Water & Toilets) - Vacuum Valve
Sitter,Completion,BUP & Structural,"Plumbing (Water & Toilets) - Valve 3 Way Port 1"" S/S"
Sitter,Completion,BUP & Structural,Plumbing (Water & Toilets) - Valve Pressure Release 15mm Brass
Sitter,Completion,BUP & Structural,Plumbing (Water & Toilets) - Wash basin Ceramic - Renew
Sitter,Completion,BUP & Structural,Plumbing (Water & Toilets) - Wash basin Stainless Steel Tops & Bowls - Refurbish
Sitter,Completion,BUP & Structural,Plumbing (Water & Toilets) - Waste Tank 900L S/S - Renew
Sitter,Completion,BUP & Structural,Plumbing (Water & Toilets) - Water & Waste Tanks - Overhaul
Sitter,Completion,BUP & Structural,Plumbing (Water & Toilets) - Water Pipe Lagging (Only on Copper Pipes)
Sitter,Completion,BUP & Structural,"Plumbing (Water & Toilets) - Water piping (To all tanks, Filtration System, Wash basin, Toilets, Drinking Stations est..)"
Sitter,Completion,BUP & Structural,Plumbing (Water & Toilets) - Water Pressurised Tank - Overhaul
Sitter,Completion,BUP & Structural,Plumbing (Water & Toilets) - Water Purification System - New
Sitter,Completion,BUP & Structural,Plumbing (Water & Toilets) - Water Tank 700L - Renew
Sitter,Completion,BUP & Structural,Plumbing (Water & Toilets) - Water Tank 940L - Renew
Sitter,Completion,BUP,Underframe Equipment- Back Stop - Renew
Sitter,Completion,BUP,Underframe Equipment- Coupler Release Wire
Sitter,Completion,BUP,Underframe Equipment- Coupler Renew Complete
Sitter,Completion,BUP,Underframe Equipment- Draw Gear System Overhaul complete
Sitter,Completion,BUP,Underframe Equipment- Emergency Coupling Bracket examine
Sitter,Completion,BUP,Underframe Equipment- Guide Coupler Renew
Sitter,Completion,BUP,Underframe Equipment- Guide Vestibule Buffer Rod Inner & Outer Renew
Sitter,Completion,BUP,Underframe Equipment- Pull rod wheel
Sitter,Completion,BUP,Underframe Equipment- Renew 2 x Coupler shank bush
Sitter,Completion,BUP,Underframe Equipment- Renew Carrier Plate
Sitter,Completion,BUP,Underframe Equipment- Renew Coupler Knuckle
Sitter,Completion,BUP,Underframe Equipment- Renew Coupler Knuckle Pin
Sitter,Completion,BUP,Underframe Equipment- Renew Coupler Lock
Sitter,Completion,BUP,Underframe Equipment- Renew Coupler Lock Lifter
Sitter,Completion,BUP,Underframe Equipment- Renew Coupler Lock Lifter lever
Sitter,Completion,BUP,Underframe Equipment- Renew Coupler Lock Lifter Pin
Sitter,Completion,BUP,Underframe Equipment- Renew Coupler Wearing Plate
Sitter,Completion,BUP,Underframe Equipment- Renew Rear Yoke
Sitter,Completion,BUP,Underframe Equipment- Renew Side Lever Pin
Sitter,Completion,BUP,Underframe Equipment- Renew Side Plungers
Sitter,Completion,BUP,Underframe Equipment- Repair UnderFrame (to quote for add work)
Sitter,Completion,BUP,"Underframe Equipment- Repair underFrame cradles, cabinets & covers"
Sitter,Completion,BUP,Underframe Equipment- Side Plunger Guide Bracket and Spring
Sitter,Completion,BUP,Underframe Equipment- Stops Front & Loose Renew
Sitter,Completion,BUP,Underframe Equipment- Support Brackets & Safety' loops overhaul
Sitter,Completion,BUP,Underframe Equipment- UnderFrame Examine
Sitter,Completion,BUP,Underframe Equipment- Vestibule Buffer Refurbish
Sitter,Completion,BUP,Underframe Equipment- Vestibule Buffer Renew
Sitter,Completion,BUP,Underframe Equipment- Vestibule Buffer Rod Refurbs.
Sitter,Completion,BUP,Underframe Equipment- Vestibule Buffer Rod Renew
Sitter,Completion,BUP,Underframe Equipment- Yoke & Coupler Pin Renew
Sitter,Completion,BUP,Underframe Equipment- Yoke Front Renew
Sitter,Completion,BUP,Underframe Equipment- Yoke Rubber (Springs) Renew
Sitter,Completion,BUP,Underframe Equipment- Yoke Rubber Follower Block Renew
Sitter,Completion,BUP,Vacuum - Brake Blocks Renew
Sitter,Completion,BUP,Vacuum - Brake Rigging Bogie overhaul
Sitter,Completion,BUP,Vacuum - Handbrake Overhaul
Sitter,Completion,BUP,Vacuum - Renew Stand Pipes (Gooseneck)
Sitter,Completion,BUP,Vacuum - Renew Vacuum Brake Release wire Arrange.
Sitter,Completion,BUP,Vacuum - Slack Adjusters 19DJ Overhaul
Sitter,Completion,BUP,Vacuum - Slack Adjusters DRV10 450DJ Overhaul
Sitter,Completion,BUP,Vacuum - Slack Adjusters Fit New DRV10 450DJ
Sitter,Completion,BUP,Vacuum - Slack Adjusters Fit New Knorr Bremse KRD2A-500AR
Sitter,Completion,BUP,Vacuum - Slack Adjusters KRD2A-500 Overhaul
Sitter,Completion,BUP,Vacuum - Trunion & Brackets
Sitter,Completion,BUP,Vacuum - UnderFrame Brake Rigging overhaul
Sitter,Completion,BUP,"Vacuum - Upgrade Vacuum Cylinder (Oversize) Cl.3,5&7"
Sitter,Completion,BUP,Vacuum - Vacuum Chamber B17 Overhaul
Sitter,Completion,BUP,Vacuum - Vacuum Chamber B17 Renew
Sitter,Completion,BUP,Vacuum - Vacuum Cylinder Overhaul
Sitter,Completion,BUP,Vacuum - Vacuum Cylinder Piston Rod renew
Sitter,Completion,BUP,Vacuum - Vacuum Cylinder Renew
Sitter,Completion,BUP,Vacuum - Vacuum Hoses Renew
Sitter,Completion,BUP,Vacuum - Vacuum Piping - Patches
Sitter,Completion,BUP,Vacuum - Vacuum Piping - Repair Replace Ends
Sitter,Completion,BUP,Vacuum - Vacuum Piping Renew
Sitter,Completion,BUP,Vacuum - Vacuum Test and Brake adjustment
Sitter,Stripping,BUP,Bogie
Sitter,Stripping,BUP,Bogie Frame
Sitter,Stripping,BUP,Coach Sole bar
Sitter,Stripping,BUP,Loose Components
Sitter,Stripping,BUP,UnderFrame
Sitter,Stripping,Coach Build,Exterior
Sitter,Stripping,Coach Build,Interior
Sitter,Stripping,Coach Build,Roof
Sitter,Stripping,Electrical,Components
Sitter,Stripping,Electrical,Wiring
Sitter,Stripping,QC,Documentation
Sleeper,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - 95 Square Cabling for Mainline
Sleeper,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Body Framework repairs
Sleeper,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Commode Handles Overhaul
Sleeper,Completion,QC,Bodywork & Attachments (Excl. Interior Trim) - Complete Coach Strip
Sleeper,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Convert E-3 to Sleeper (Body steel work)
Sleeper,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Electrical Conduits - Renew
Sleeper,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Exterior Steps Inspect and overhaul
Sleeper,Completion,Paint Works,Bodywork & Attachments (Excl. Interior Trim) - External Signs and Decals
Sleeper,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Communication system Speakers
Sleeper,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Fit New floor plates at end
Sleeper,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Fit New Pillars (500mm) L/H or R/H
Sleeper,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Fit New Pillars Full size
Sleeper,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Fit New Side Steps - Entrance
Sleeper,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Fit New Spark plates Toilet Floor
Sleeper,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Gangway Plate Overhaul
Sleeper,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Gangway Plate Renew
Sleeper,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Glass (200 x 200) for emergency & fire ext
Sleeper,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Glass Exit/Entrance Side Door (Including rubber)
Sleeper,Completion,Paint Works,Bodywork & Attachments (Excl. Interior Trim) - Grit Blast Body Shell and u/f equipment
Sleeper,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Gummies Rubber Diaphragms - New (Including Steel Plates)
Sleeper,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Gummies Rubber Diaphragms - Overhaul (Renew Rubbers Repair Steel Plates)
Sleeper,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Inter Coach Connectors (Recepticals)
Sleeper,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Interior Lighting new (Kit)
Sleeper,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Jumper Cables Complete New
Sleeper,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - LT Rewiring
Sleeper,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Main Buss Junction & Receptical Boxes - Fit New
Sleeper,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Main DB Complete
Sleeper,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Maxi Repairs
Sleeper,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Midi Repairs (Refer CR 001)
Sleeper,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Mini Repairs (Refer CR 001)
Sleeper,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Monsoon Ventilators Renew (Rotating type)
Sleeper,Completion,Paint Works,Bodywork & Attachments (Excl. Interior Trim) - Paint Coach and auto coat complete
Sleeper,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Plate Patch Destination (2.5mm x 125mm x 625mm)
Sleeper,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Plate Patch Sole bar (6mm x 135mm x 600mm)
Sleeper,Completion,Paint Works,Bodywork & Attachments (Excl. Interior Trim) - Plate Stencil (2.5mm x 125mm x 800mm)
Sleeper,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Remove Asbetos (Interior and Exterior) If Applicable
Sleeper,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Renew Card Clip big
Sleeper,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Renew Card Clip small
Sleeper,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Renew Commode Handles
Sleeper,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Renew Corrugated Metal Floor
Sleeper,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Roof Modification for Lights and Air-conditioning
Sleeper,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Rust Repair Gutters
Sleeper,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Rust Repairs Body (Side and ends)
Sleeper,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Rust Repairs Roof
Sleeper,Completion,Paint Works,Bodywork & Attachments (Excl. Interior Trim) - Stencilling
Sleeper,Completion,Testing & Commissioning,Bodywork & Attachments (Excl. Interior Trim) - Vehicle Compliance (To Pass Structure Gauge)
Sleeper,Completion,QC,Bodywork & Attachments (Excl. Interior Trim) - Water Test Coaches Exterior
Sleeper,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Window mainline drop MKIV Aperture Conversion
Sleeper,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Windows Mainline Drop MKIV - Renew
Sleeper,Completion,Coach Build,"Bodywork & Attachments (Excl. Interior Trim) - Windows Mainline Toilet Half Drop (Toilet,Shower) - Renew"
Sleeper,Completion,BUP,Bogies - Axle Boxes (Adaptor) Examine/Repair
Sleeper,Completion,BUP,Bogies - Axle Boxes Renew
Sleeper,Completion,BUP,Bogies - Bogie Central Bearing Assembly examine
Sleeper,Completion,BUP,Bogies - Bogie Overhaul
Sleeper,Completion,BUP,Bogies - Bolster Central Flat and Vertical sleeve Liners Renew
Sleeper,Completion,BUP,Bogies - Double Webb Spring Cub - Renew
Sleeper,Completion,BUP,Bogies - Earth Straps
Sleeper,Completion,BUP,Bogies - Fit New Anchor bolts
Sleeper,Completion,BUP,Bogies - Fit New Swing hanger
Sleeper,Completion,BUP,Bogies - Pedestal Liners - Renew
Sleeper,Completion,BUP,Bogies - Safety Loops
Sleeper,Completion,BUP,Bogies - Side Friction
Sleeper,Completion,BUP,Bogies - Snubbers Houdaille - Refurbish
Sleeper,Completion,BUP,Bogies - Snubbers Houdaille - Renew
Sleeper,Completion,BUP,"Bogies - Springs Class 6'9"" Bogies Bolster New"
Sleeper,Completion,BUP,"Bogies - Springs Class 6'9"" Bogies Equalising Beam New"
Sleeper,Completion,BUP,Bogies - Springs Class 7' Bogies Bolster New
Sleeper,Completion,BUP,Bogies - Springs Class 7' Bogies Equalising Beam New
Sleeper,Completion,BUP,Bogies - Springs Test & Refurbish
Sleeper,Completion,Coach Build,Doors - Compartment Sliding door complete - Refurbish
Sleeper,Completion,Coach Build,"Doors - DB, Broom & Compartment Doors - Renew"
Sleeper,Completion,Coach Build,Doors - Door Controllers - Renew - (vestibule door)
Sleeper,Completion,Coach Build,Doors - Door Stops - Renew
Sleeper,Completion,Coach Build,Doors - Doors Hinged Int. Overhaul
Sleeper,Completion,Coach Build,Doors - Doors Hinged Spring Loaded - Renew Hinge
Sleeper,Completion,Coach Build,Doors - Fit New Shower Door - Internal
Sleeper,Completion,Coach Build,Doors - Fit New Weather Strip
Sleeper,Completion,Coach Build,Doors - Fit yale locks to vestibule Doors
Sleeper,Completion,Coach Build,"Doors - Indicator Lock Toilet, Shower Door - Renew"
Sleeper,Completion,Coach Build,Doors - Lock Mortice Private -Renew
Sleeper,Completion,Coach Build,"Doors - Lock Toilet, shower, Communication Door Comp. - Renew"
Sleeper,Completion,Coach Build,Doors - Lock Vestibule side door complete with Striking plates - Renew
Sleeper,Completion,Coach Build,Doors - Locks Overhaul
Sleeper,Completion,Coach Build,Doors - Mainline Sliding Door End LH;RH (electronic controlled)
Sleeper,Completion,Coach Build,Doors - Renew door kick plate
Sleeper,Completion,Coach Build,Doors - Renew Vestibule Exit Door (Including new Window & Rubber)
Sleeper,Completion,Coach Build,Doors - Repair Vestibule Exit Door (Including new Window & Rubber)
Sleeper,Completion,Coach Build,Doors - Sill plate-End door Renew
Sleeper,Completion,Coach Build,Doors - Sill plate-Exit Door - Renew
Sleeper,Completion,Coach Build,Doors - Toilet and Shower External Door - Renew
Sleeper,Completion,Testing & Commissioning,General - Assemble Coach Complete & Stationary Functional test
Sleeper,Completion,Testing & Commissioning,General - Test Coach Under Working Conditions & Road Certificate
Sleeper,Completion,Testing & Commissioning,General - Weighing of coach
Sleeper,Completion,Electrical,Heating & Ventilation - Air Conditiong Booster fan -Renew
Sleeper,Completion,Electrical,Heating & Ventilation - Air Conditiong Frame & Condenser -Renew (Fit to Under Frame)
Sleeper,Completion,Structural,Heating & Ventilation - Air Conditioning Installation Kit - Brackets New
Sleeper,Completion,Electrical,Heating & Ventilation - Air Conditioning Installation Kit - New
Sleeper,Completion,Coach Build,Heating & Ventilation - Air Conditioning unit - Renew (Fit to Roof Interior)
Sleeper,Completion,Coach Build,Heating & Ventilation - Ceiling Ventilator Grill powder coat overhaul
Sleeper,Completion,Coach Build,Heating & Ventilation - Ceiling Ventilator Grill renew
Sleeper,Completion,Testing & Commissioning,Heating & Ventilation - Inspect and Test Air Conditioning
Sleeper,Completion,Electrical,Heating & Ventilation - Low Level Limit Switches (For Water and Waste Tanks)
Sleeper,Completion,Coach Build,Heating & Ventilation - Renew Ventilator Grill Sleeve
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Body side & Ceiling Insulation
Sleeper,Completion,BUP,Interior Trim/Fittings- Bogie Pin Cover Plate
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Compartment Equipment
Sleeper,Completion,Structural,Interior Trim/Fittings- Convert E-3 to Sleeper
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Corridor Equipment
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Cupboard Bedding Equipment
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Cupboard Broom Equipment
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Cupboard Electrical Equipment
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Cupboard Fire Extinguisher Equipment
Sleeper,Completion,Paint Works,Interior Trim/Fittings- Decal Renew (All Interior)
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Drain Casting
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Fire Extinguisher station (Strap & Partition)
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Floor Repairs (Marley & Flashing only)
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Floor Repairs (Wood)
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Formica Ceilings & Coves Complete - Renew
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Formica Comparments and Corridor - Renew
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Formica Side & End Panels Complete - Renew
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Formica Toilet Cubicle complete - Renew
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Formica/Panelling Shower Cubicle Complete - Renew
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Modify Toilet Compartment (Wood) to fit new toilet system
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Passenger Parcel Racks - New
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Passenger Parcel Racks - Refurbish
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Portable back and Seat - Refurbish
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Rebuild Shower Compartment (Wood & Plastic Cubicle)
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Rebuild Sleeper Compartment (Wood)
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Rebuild Toilet Compartment (Wood)
Sleeper,Completion,Coach Build,"Interior Trim/Fittings- Renew Aluminium Mouldings (Sides, Ends) & (Compartments, corridors)"
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Renew Aluminium Mouldings roof (All Types)
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Renew Floors Complete (Including Marley & Flashing)
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Repair Portable back and Seat Frames
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Repair Trimming Frames (All type)
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Shower & Dressing area Floor Pan - Renew
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Shower & Dressing Room Equipment
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Tables in Compartments - Refurbish
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Toilet Equipment
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Toilet Floor Pan - Renew
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Top Bunks - Refurbish
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Tread Plates
Sleeper,Completion,Paint Works,Interior Trim/Fittings- Warning Notices (All Interior)
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Water Drinking Dispencer - Refurb. (Alcove)
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Window Shroud & Louvre - Renew
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - 3-way Cock
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Ball Valve 15mm S/S
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Ball Valve 25mm S/S
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Filler Cap
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Final Inspection & Test Toilet System
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Final Inspection & Test Water System
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Gate Valve
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Geyser - Renew (kwikot 150lt)
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Hanger Brackets and Stays for Tanks - Renew
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - In Line Strainer Sediment 25mm Brass
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Non-Return Valve 20mm Brass
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Non-Return Valve 25mm Brass
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Pressurised Tank 210L - New
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Renew low level limit switch
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Safety Valve
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Shower Rose
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Stop Cocks
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Tap Metal Basin Pillar 15mm S/S
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Taps Push Button- Renew
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Taps turn - Renew
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Vacuum Toilet Systems (Complete) - New (Evac)
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Vacuum Toilet Systems (Complete) - New (Glova)
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Vacuum Valve
Sleeper,Completion,BUP & Structural,"Plumbing (Water & Toilets) - Valve 3 Way Port 1"" S/S"
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Valve Pressure Release 15mm Brass
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Wash basin Ceramic - Renew
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Wash basin Stainless Steel Tops & Bowls - Refurbish
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Waste Tank 900L S/S - Renew
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Water & Waste Tanks - Overhaul
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Water Pipe Lagging (Only on Copper Pipes)
Sleeper,Completion,BUP & Structural,"Plumbing (Water & Toilets) - Water piping (To all tanks, Filtration System, Wash basin, Toilets, Drinking Stations est..)"
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Water Pressurised Tank - Overhaul
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Water Purification System - New
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Water Tank 700L - Renew
Sleeper,Completion,BUP & Structural,Plumbing (Water & Toilets) - Water Tank 940L - Renew
Sleeper,Completion,BUP,Underframe Equipment- Back Stop - Renew
Sleeper,Completion,BUP,Underframe Equipment- Coupler Release Wire
Sleeper,Completion,BUP,Underframe Equipment- Coupler Renew Complete
Sleeper,Completion,BUP,Underframe Equipment- Draw Gear System Overhaul complete
Sleeper,Completion,BUP,Underframe Equipment- Emergency Coupling Bracket examine
Sleeper,Completion,BUP,Underframe Equipment- Guide Coupler Renew
Sleeper,Completion,BUP,Underframe Equipment- Guide Vestibule Buffer Rod Inner & Outer Renew
Sleeper,Completion,BUP,Underframe Equipment- Pull rod wheel
Sleeper,Completion,BUP,Underframe Equipment- Renew 2 x Coupler shank bush
Sleeper,Completion,BUP,Underframe Equipment- Renew Carrier Plate
Sleeper,Completion,BUP,Underframe Equipment- Renew Coupler Knuckle
Sleeper,Completion,BUP,Underframe Equipment- Renew Coupler Knuckle Pin
Sleeper,Completion,BUP,Underframe Equipment- Renew Coupler Lock
Sleeper,Completion,BUP,Underframe Equipment- Renew Coupler Lock Lifter
Sleeper,Completion,BUP,Underframe Equipment- Renew Coupler Lock Lifter lever
Sleeper,Completion,BUP,Underframe Equipment- Renew Coupler Lock Lifter Pin
Sleeper,Completion,BUP,Underframe Equipment- Renew Coupler Wearing Plate
Sleeper,Completion,BUP,Underframe Equipment- Renew Rear Yoke
Sleeper,Completion,BUP,Underframe Equipment- Renew Side Lever Pin
Sleeper,Completion,BUP,Underframe Equipment- Renew Side Plungers
Sleeper,Completion,BUP,Underframe Equipment- Repair UnderFrame (to quote for add work)
Sleeper,Completion,BUP,"Underframe Equipment- Repair underFrame cradles, cabinets & covers"
Sleeper,Completion,BUP,Underframe Equipment- Side Plunger Guide Bracket and Spring
Sleeper,Completion,BUP,Underframe Equipment- Stops Front & Loose Renew
Sleeper,Completion,BUP,Underframe Equipment- Support Brackets & Safety' loops overhaul
Sleeper,Completion,BUP,Underframe Equipment- UnderFrame Examine
Sleeper,Completion,BUP,Underframe Equipment- Vestibule Buffer Refurbish
Sleeper,Completion,BUP,Underframe Equipment- Vestibule Buffer Renew
Sleeper,Completion,BUP,Underframe Equipment- Vestibule Buffer Rod Refurbs.
Sleeper,Completion,BUP,Underframe Equipment- Vestibule Buffer Rod Renew
Sleeper,Completion,BUP,Underframe Equipment- Yoke & Coupler Pin Renew
Sleeper,Completion,BUP,Underframe Equipment- Yoke Front Renew
Sleeper,Completion,BUP,Underframe Equipment- Yoke Rubber (Springs) Renew
Sleeper,Completion,BUP,Underframe Equipment- Yoke Rubber Follower Block Renew
Sleeper,Completion,BUP,Vacuum - Brake Blocks Renew
Sleeper,Completion,BUP,Vacuum - Brake Rigging Bogie overhaul
Sleeper,Completion,BUP,Vacuum - Handbrake Overhaul
Sleeper,Completion,BUP,Vacuum - Renew Stand Pipes (Gooseneck)
Sleeper,Completion,BUP,Vacuum - Renew Vacuum Brake Release wire Arrange.
Sleeper,Completion,BUP,Vacuum - Slack Adjusters 19DJ Overhaul
Sleeper,Completion,BUP,Vacuum - Slack Adjusters DRV10 450DJ Overhaul
Sleeper,Completion,BUP,Vacuum - Slack Adjusters Fit New DRV10 450DJ
Sleeper,Completion,BUP,Vacuum - Slack Adjusters Fit New Knorr Bremse KRD2A-500AR
Sleeper,Completion,BUP,Vacuum - Slack Adjusters KRD2A-500 Overhaul
Sleeper,Completion,BUP,Vacuum - Trunion & Brackets
Sleeper,Completion,BUP,Vacuum - UnderFrame Brake Rigging overhaul
Sleeper,Completion,BUP,"Vacuum - Upgrade Vacuum Cylinder (Oversize) Cl.3,5&7"
Sleeper,Completion,BUP,Vacuum - Vacuum Chamber B17 Overhaul
Sleeper,Completion,BUP,Vacuum - Vacuum Chamber B17 Renew
Sleeper,Completion,BUP,Vacuum - Vacuum Cylinder Overhaul
Sleeper,Completion,BUP,Vacuum - Vacuum Cylinder Piston Rod renew
Sleeper,Completion,BUP,Vacuum - Vacuum Cylinder Renew
Sleeper,Completion,BUP,Vacuum - Vacuum Hoses Renew
Sleeper,Completion,BUP,Vacuum - Vacuum Piping - Patches
Sleeper,Completion,BUP,Vacuum - Vacuum Piping - Repair Replace Ends
Sleeper,Completion,BUP,Vacuum - Vacuum Piping Renew
Sleeper,Completion,BUP,Vacuum - Vacuum Test and Brake adjustment
Sleeper,Stripping,BUP,Bogie
Sleeper,Stripping,BUP,Bogie Frame
Sleeper,Stripping,BUP,Coach Sole bar
Sleeper,Stripping,BUP,Loose Components
Sleeper,Stripping,BUP,UnderFrame
Sleeper,Stripping,Coach Build,Exterior
Sleeper,Stripping,Coach Build,Interior
Sleeper,Stripping,Coach Build,Roof
Sleeper,Stripping,Electrical,Components
Sleeper,Stripping,Electrical,Wiring
Sleeper,Stripping,QC,Documentation
